,Ratings,Comments
2470,Rated 5 stars out of five stars,love this app!!
2471,Rated 3 stars out of five stars,"Sad !!!!! Macy's left our City, No Macys. So now I'm in a Rebellious state and refuse order ANYTHING ! THERE YA GO"
2474,Rated 5 stars out of five stars,Easy to shop on
2475,Rated 5 stars out of five stars,This helps you to know when a pkg. has been shipped. That way I have an idea when to expect it . so I can plan to to be on the look out for its delivery.
2476,Rated 5 stars out of five stars,I find all the cutest clothes and shoes and I don't have to go to a mall or fight traffic! They have everything online. Its not like the stores where you're not likely to get the item you want. It comes right to your door.
2477,Rated 5 stars out of five stars,PERFECT...no issues.
2478,Rated 3 stars out of five stars,sale prices are great
2479,Rated 5 stars out of five stars,Love it. Easy to use.
2480,Rated 5 stars out of five stars,excellent never had to use tracking. Sorry you don't need my business. Like your products.
2481,Rated 3 stars out of five stars,Ordinary and reliable...
2482,Rated 5 stars out of five stars,It is a very efficient and time saving app. Keeps fetting better with time. Like the price change alert feature with the reminder option.
2483,Rated 4 stars out of five stars,I like the app
2484,Rated 5 stars out of five stars,Macy's app is one of the most trusted app with good quality products and is as seen in the picture. It is also easy to navigate.
2485,Rated 5 stars out of five stars,so much fun to use!
2486,Rated 5 stars out of five stars,always exceptionally informative
2488,Rated 5 stars out of five stars,shopping made easier
2490,Rated 5 stars out of five stars,Really comes in handy
2491,Rated 5 stars out of five stars,i like it so easy
2492,Rated 5 stars out of five stars,great apo and great savings
2493,Rated 5 stars out of five stars,its really really good
2494,Rated 5 stars out of five stars,good for shopping
2495,Rated 4 stars out of five stars,"Ok, but needs to be a bit more user friendly...god forbid you have to actually call and talk to a representative 🙄... nightmare"
2496,Rated 5 stars out of five stars,really like this app
2497,Rated 5 stars out of five stars,Love the Macy's app!
2498,Rated 5 stars out of five stars,love shopping on the app
2499,Rated 5 stars out of five stars,"I love the fact I can just shop anywhere, when ever I think about it and they always seem to have the sizes I wear."
2500,Rated 4 stars out of five stars,Love the app but there is an issue with driods. When you try to filter a category and check off say color it does not apply.
2501,Rated 3 stars out of five stars,"I cannot always access my account. Yes, I log in and out. Then sometimes I am able to see all my info."
2502,Rated 5 stars out of five stars,use it all the timel
2503,Rated 5 stars out of five stars,decent. shows everything the website does including sales. and makes like easier by having your own account info.
2504,Rated 5 stars out of five stars,I love love love this site!!! Its quick and easy to shop from your phone. And you know Macys always got the good deals ❤❤❤❤
2505,Rated 5 stars out of five stars,great to interact with
2506,Rated 4 stars out of five stars,lots of choices
2507,Rated 5 stars out of five stars,I've been a part of MACY'S for over 30 years. Excellent selection Excellent prices. Excellent customer service. Nuff said
2508,Rated 5 stars out of five stars,love it user friendly
2509,Rated 5 stars out of five stars,I'm love it's
2510,Rated 5 stars out of five stars,app is the best
2511,Rated 3 stars out of five stars,used to work just fine a few years back. now its shuts down when trying make a payment.
2512,Rated 3 stars out of five stars,not bad at all
2513,Rated 5 stars out of five stars,easy to find items
2514,Rated 5 stars out of five stars,just as easy to use and going online to the website. love the in store mode of in looking for something particular...
2516,Rated 3 stars out of five stars,"Great app! I just hate how every time I try to add my credit card, it says, ""Oops! Page not found!"" Please fix so I can pay it thru here with ease."
2517,Rated 5 stars out of five stars,Always love going there. Deals r always good n affordable. Love roaming across floors. Last Act is my favourite destination.
2518,Rated 5 stars out of five stars,helpful. I like it.
2519,Rated 5 stars out of five stars,Couldn't be better
2520,Rated 5 stars out of five stars,GOOD TOOL OF CONVENIENCE
2521,Rated 3 stars out of five stars,easy to find items
2522,Rated 5 stars out of five stars,I love Macy's
2523,Rated 5 stars out of five stars,I love Macy's
2524,Rated 5 stars out of five stars,Very good app.
2525,Rated 5 stars out of five stars,"Easy to navigate, easy to order, and easy on the wallet! I love having this app handy 🙂"
2526,Rated 5 stars out of five stars,great sales love Macy's.
2527,Rated 5 stars out of five stars,Glide through searching and enjoyable browsing along with fabulous bargains. Always eager to revisit from time to time and extremely appealing to the eye.
2528,Rated 5 stars out of five stars,I have been using the Macy's App in the lasst couple months and found it really easy to use deals finding merchandise and qll the online shopping and pick up in store is a perk
2529,Rated 5 stars out of five stars,I like good smell of cologne
2530,Rated 3 stars out of five stars,cannot apply filters
2531,Rated 5 stars out of five stars,fast and easy
2532,Rated 5 stars out of five stars,I absolutely love love love
2533,Rated 5 stars out of five stars,"Macy's sends an e-mail when my product is being shipped. Always ships exactly what I've ordered, no mistakes."
2535,Rated 5 stars out of five stars,love Macy's!!
2536,Rated 5 stars out of five stars,Excellent app for buy thru the Web.
2537,Rated 4 stars out of five stars,love the app eaay to use
2538,Rated 5 stars out of five stars,very good experience
2539,Rated 5 stars out of five stars,My favorite store.
2541,Rated 5 stars out of five stars,very good so far
2542,Rated 5 stars out of five stars,it's easy to navigate.
2543,Rated 4 stars out of five stars,I will have to test the scan and go features before giving 5 stars. The app seems to be getting better.
2544,Rated 5 stars out of five stars,I love this store
2545,Rated 5 stars out of five stars,"My favorite app as it is organized, easy to use and uncomplicated to navigate. I wish other apps were this good."
